old_id,address,decimals
PSY,PsyFiqqjiv41G7o5SMRzDJCu4psptThNR2GtfeGHfSq,6
PUNDU,WskzsKqEW3ZsmrhPAevfVZb6PuuLzWov9mJWZsfDePC,9
PURPE,HBoNJ5v8g71s2boRivrHnfSB5MVPLDHHyVjruPfhGkvL,1
PWEASE,CniPCE4b3s8gSUPhUiyMjXnytrEqUrMfSsnbBjLCpump,6
PYTH,HZ1JovNiVvGrGNiiYvEozEVgZ58xaU3RKwX8eACQBCt3,6
PYTHIA,CreiuhfwdWCN5mJbMJtA9bBpYQrQF2tCBuZwSPWfpump,6
RACEFI,AAmGoPDFLG6bE82BgZWjVi8k95tj9Tf3vUN7WvtUm2BU,6
RAY,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,6
RDOG,DUp2qMMGuACziKeyZRtH9cuKyqtYpqJ24iZg6tVLpump,6
READY,HKJHsYJHMVK5VRyHHk5GhvzY9tBAAtPvDkZfDH6RLDTd,9
REALIS,EBGaJP7srpUUN8eRdta1MsojrNtweuHYsdP3P1TRpump,6
REEE,4ABXJEK62bfKqPiCbSsUtmb4nfkCNPDGtvLhwQcAWNjc,6
RENDER,rndrizKT3MK1iimdxRdWabcF7Zg7AR5T4nud4EkHBof,8
RETARDIO,6ogzHhzdrQr9Pgv6hZ2MNze7UrzBMAFyBBWUYp1Fhitx,6
RFC,C3DwDjT17gDvvCYC2nsdGHxDHVmQRdhKfpAdqQ29pump,6
RIFAMPICIN,GJtJuWD9qYcCkrwMBmtY1tpapV1sKfB2zUv9Q4aqpump,6
ROAM,RoamA1USA8xjvpTJZ6RvvxyDRzNh6GCA1zVGKSiMVkn,6
ROGER,8hN217wBBgRkDiyzabLmSuS95pxX5PFcv3HEM5Ha4ZEv,6
SAMO,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,9
SANDY,61yG5LCoeoqzBdopXPy6BsVPTGdRXht95L68hj5ipump,6
SAROS,SarosY6Vscao718M4A778z4CGtvcwcGef5M9MEH1LGL,6
SBF,FkbWN4dcFQym2PgCELfThghQqLuA2e2jThMJyhZjfG4M,6
SBR,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,6
SCRAT,3GEznP41VaAGv9yRdBiuYdA8zkffNc8b7DzNJgFbH4Kh,6
SDOGE,8ymi88q5DtmdNTn2sPRNFkvMkszMHuLJ1e3RVdWjPa3s,0
SELFIE,9WPTUkh8fKuCnepRWoPYLH3aK9gSjPHFDenBq2X1Czdp,6
SEND,SENDdRQtYMWaQrBroBrJ2Q53fgVuq95CV9UPGEvpCxa,6
SFARM,BjBzvw6VX7UJtrC7BaYLG1dHBiwrXP1T9j2YfDEdP4zU,6
SHDW,SHDWyBxihqiCj6YekG2GUr7wqKLeLAMK1gHZck9pL6y,9
SHEGEN,2KgAN8nLAU74wjiyKi85m4ZT6Z9MtqrUTGfse8Xapump,6
SHILL,6cVgJUqo4nmvQpbgrDZwyfd6RwWw5bfnCamS3M9N1fd,6
SHOE,8XVXzmsMMw7ufa8RC21fHcDP6TGti5y3ZidQinnYurqr,6
SHOGGOTH,H2c31USxu35MDkBrGph8pUDUnmzo2e4Rf4hnvL2Upump,6
SIGMA,5SVG3T9CNQsm2kEwzbRq6hASqh1oGfjqTtLXYUibpump,6
SILLY,7EYnhQoR9YM3N7UoaKRoA44Uy8JeaZV3qyouov87awMs,9
SITCOM,AK9yVoXKK1Cjww7HDyjYNyW5FujD3FJ2xbjMUStspump,6
SKATECAT,8NKJze6oUVRpbpk3TaYHv2se57fv54qMS38bRtnEZqYM,6
SLCL,SLCLww7nc1PD2gQPQdGayHviVVcpMthnqUz2iWKhNQV,9
SLERF,7BgBvyjrZX1YKz4oh9mjb8ZScatkkwb8DzFx7LoiVkM3,9
SLIM,xxxxa1sKNGwFtw2kFn8XauW9xq8hBZ5kVtcSesTT9fW,6
SLND,SLNDpmoWTVADgEdndyvWzroNL7zSi1dF9PC3xHGtPwp,6
SLOP,FqvtZ2UFR9we82Ni4LeacC1zyTiQ77usDo31DUokpump,6
SLOTH,HQ7DaoiUxzC2K1Dr7KXRHccNtXvEYgNvoUextXe8dmBh,6
SMOLE,9Ttyez3xiruyj6cqaR495hbBkJU6SUWdV6AmQ9MvbyyS,6
SNAI,Hjw6bEcHtbHGpQr8onG3izfJY5DJiWdt7uk2BfdSpump,6
SNS,SNSNkV9zfG5ZKWQs6x4hxvBRV6s8SqMfSGCtECDvdMd,9
SNY,4dmKkXNHdgYsXqBHCuMikNQWwVomZURhYvkkX5c4pQ7y,6
SOLCHAT,947tEoG318GUmyjVYhraNRvWpMX7fpBTDQFBoJvSkSG3,9
SOLR,7j7H7sgsnNDeCngAPjpaCN4aaaru4HS7NAFYSEUyzJ3k,6
SOLS,2wme8EVkw8qsfSk2B3QeX4S64ac6wxHPXb3GrdckEkio,9
SONICSVM,SonicxvLud67EceaEzCLRnMTBqzYUUYNr93DBkBdDES,9
SPEED,5Wd2ALxQfnpgQKCyH4WL9giBiiuuLuJs84CJxfQccvmN,6
SPHYNX,5t4EVfkb5QU8NZXmTzcSK2bQsNWUr2HL64rRb8i6wpat,9
SPIKE,sPiKEYAqoaGYYBAnPxro8NLSYLu93sr56n352jJRLN5,9
SPOODY,8Nd3TZJfxt9yYKiPiPmYp6S5DhLftG3bwSqdW3KJwArb,6
SPORE,8bdhP1UQMevciC9oJ7NrvgDfoW8XPXPfbkkm6vKtMS7N,6
SSB,C2KG3gB395WfE1P8ZhUvoT5ZUXzQEJst4FCgLAYTGACz,9
SSE,H4phNbsqjV5rqk8u6FUACTLB6rNZRTAPGnBb8KXJpump,6
STARS,HCgybxq5Upy8Mccihrp7EsmwwFqYZtrHrsmsKwtGXLgW,6
STEP,StepAscQoEioFxxWGnh2sLBDFp9d8rvKz2Yp39iDpyT,9
STNK,43VWkd99HjqkhFTZbWBpMpRhjG469nWa7x7uEsgSH7We,9
STOP,W2bAuFf2Xeb7ZNpJTywFSaCs5jYkaLYtBMR53SzVXUo,9
STREAM,STREAMribRwybYpMmSYoCsQUdr6MZNXEqHgm7p1gu9M,6
STSOL,7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj,9
SWARMS,74SBV4zDXxTRgv1pEMoECskKBkZHc2yGPnc7GYVepump,6
SYDNEY,CUzSRjBvqFFq45mg6j9oyQrDxyUTHEKM2xqKzDkZpump,6
TAKI,Taki7fi3Zicv7Du1xNAWLaf6mRK7ikdn77HeGzgwvo4,9
TETSUO,8i51XNNpGaKaj4G4nDdmQh95v4FKAxw8mhtaRoKd9tE8,6
TILLY,tiLYBRtBSfhwXe82nfRAYd5EVaqfpV74WsH75we8pki,9
TIM,DWjVPqEX4fPFQ47Xb7EegpGhgWzRviYfPoEWPnxz2CRd,9
TITCOIN,FtUEW73K6vEYHfbkfpdBZfWpxgQar2HipGdbutEhpump,6
TMANIA,HuPspkki5Qdnf5WAU7jtEThkeMhni6XQ23tunZRkZWUi,9
TNSR,TNSRxcUxoT9xBG3de7PiJyTDYu7kskLqcpddxnEJAS6,9
TOAD,FViMp5phQH2bX81S7Yyn1yXjj3BRddFBNcMCbTH8FCze,4
TOBI,6h4ZKWqb9dDW8jaB4d76LNfP8PoRgiSvQLBHnkuih1Ty,6
TOGA,4T54PGF4gAU75NL9j2GHvrVbR6u5zjyJE4zGuJbkpump,6
TOOKER,9EYScpiysGnEimnQPzazr7Jn9GVfxFYzgTEj85hV9L6U,9
TREMP,FU1q8vJpZNUrmqsciSjp8bAKKidGsLmouB8CBdf8TKQv,9
TRISG,BLDiYcvm3CLcgZ7XUBPgz6idSAkNmWY6MBbm8Xpjpump,6
TRISIG,BLDiYcvm3CLcgZ7XUBPgz6idSAkNmWY6MBbm8Xpjpump,6
TROLL,5UUH9RTDiSpq6HKS6bp4NdU9PNJpXRXuiw6ShBTBhgH2,6
TRUMP,6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,6
TRUST-2,EqeEBGHQhQy6SqeaJcnqAsNs3qaG19sdF89Xsarpump,6
TULIP,TuLipcqtGVXP9XR62wM8WWCm6a9vhLs7T1uoWBk6FDs,6
UBC,9psiRdn9cXYVps4F1kFuoNjd2EtmqNJXrCPmRppJpump,6
UFD,eL5fUxj2J4CiQsmW85k5FG9DvuQjjUoBHoQBi2Kpump,6
UPDOG,HJ39rRZ6ys22KdB3USxDgNsL7RKiQmsC3yL8AS3Suuku,9
UROSOL,FvgqHMfL9yn39V79huDPy3YUNDoYJpuLWng2JfmQpump,6
USA,69kdRLyP5DTRkpHraaSZAQbWmAwzF9guKjZfzMXzcbAs,6
USDH,USDH1SM1ojwWUga67PGrgFWUHibbjqMvuMaDkRJTgkX,6
USEDCAR,9gwTegFJJErDpWJKjPfLr2g2zrE3nL1v5zpwbtsk3c6P,9
USELESS,Dz9mQ9NzkBcCsuGPFJ3r1bS4wgqKMHBPiVuniW8Mbonk,6
VINE,6AJcP7wuLwmRYLBNbi825wgguaPsWzPBEHcHndpRpump,6
VOID,6gh8b2mqUrVb6Ew8Mwt89tNyN9keCDNstzT5cdp5pump,6
VVAIFU,FQ1tyso61AH1tzodyJfSwmzsD3GToybbRNoZxUBz21p8,6
W,85VBFQZC9TZkfaptBWjvUw7YbZjy52A6mjtPGjstQAmQ,6
WALTER,FV56CmR7fhEyPkymKfmviKV48uPo51ti9kAxssQqTDLu,6
WAP,Bz7vVzQhm2KMW1XgcrDruYega1MiwrAs1DQysrx4tFkp,9
WATER,B6h248NJkAcBAkaCnji889a26tCiGXGN8cxhEJ4dX391,6
WEN,WENWENvqqNya429ubCdR81ZmD69brwQaaBYY6p3LCpk,5
WHALES,GTH3wG3NErjwcf7VGCoXEXkgXSHvYhx5gtATeeM5JAS1,6
WIF,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,6
WIZARD,8oosbx7jJrZxm5m4ThKhBpvwwG4QpoAe6i4GiG19pump,6
WLKN,EcQCUYv57C4V6RoPxkVUiDwtX1SP8y8FP5AEToYL8Az,9
WOLFSOL,Faf89929Ni9fbg4gmVZTca7eW6NFg877Jqn6MizT3Gvw,8
WORM,DwDtUqBZJtbRpdjsFw3N7YKB5epocSru25BGcVhfcYtg,6
WYAC,BEgBsVSKJSxreiCE1XmWWq8arnwit7xDqQXSWYgay9xP,6
WYNN,4vqYQTjmKjxrWGtbL2tVkbAU1EVAz9JwcYtd2VE3PbVU,6
XIAO,EDavhezsuNnhdoAKPExWaMtnuhq6FVqoBYnyFEJLLBqC,6
XTAG,5gs8nf4wojB5EXgDUWNLwXpknzgV2YWDhveAeBZpVLbp,6
YESBUT,AU7qdyo8dpE22b4Xuw6BUs4fDgirXAi8rqczEpDFHJne,9
YNE,7D1iYWfhw2cr9yBZBFE6nZaaSUvXHqG5FizFFEZwpump,6
ZACK,8vCAUbxejdtaxn6jnX5uaQTyTZLmXALg9u1bvFCAjtx7,6
ZBC,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,9
ZBCN,ZBCNpuD7YMXzTHB2fhGkGi78MNsHGLRXUhRewNRm9RU,6
ZEREBRO,8x5VqbHA8D7NkD52uNuS5nnt3PwA8pLD34ymskeSo2Wn,6
ZEUS,ZEUS1aR7aX8DFFJf5QjWj2ftDDdNTroMNGo8YoQm3Gq,6
HOLY,3GECTP7H4Tww3w8jEPJCJtXUtXxiZty31S9szs84CcwQ,6
SOLCEX,AMjzRn1TBQwQfNAjHFeBb7uGbbqbJB7FzXAnGgdFPk6K,6
SPEERO,C7K4Tot6fnnNwhWpqw9H277QPcP56vHAEeXubRHDyCo9,6
SQUIDSOL,7TKnJjMumNAmks1BCMnNtS3aifDevcELVPE3Zr2s5ikW,9
POSEIDON,JCV8BB8Zde8ukroWKTjLSENSWEj42kBkENjjws2Rh6vP,6
PORTNOY,8wzYfqeqkjBwYBHMacBVen8tSuJqXiDtsCgmjnUJDSKM,6
PIPI,HmTZ1SFRhgp63kgoT64iAwKXZez9Wf3df8r3MFywN8mp,6
LYTE,3ZW7vx54RC4KVUwa8dGGe3fJuWB9Xb9ppk2cxryWB5T4,9
NIGI,3boRKAxWR6weV6kufr9ykdLcm9cL5q2p469tCqeCAnHy,6
MAGA,sfYDFZJguyF4YLZjje7qwwh41NRymFfZ3QXZbVm7Eyg,6
MACHO,8zFovnzXzK9JDiftGaw7wiRxARrRtvm9Lz12vJ8CZ5ZA,5
LUIGI,5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump,6
NVDA,9dwPiStDBwJJqC3QzMnjpJP7xohZbMVmHELFx3uy3KRq,9
KERMIT,86AgpNnEbvBvqNocTrVLr4hg7gXpekp4BkjHYeHD6Nxm,9
PFCC,HFju3ohuEieDmFSpRRj1SZpizLQc8HayHgJDqwBWYtkN,6
OBOT,7yZFFUhq9ac7DY4WobLL539pJEUbMnQ5AGQQuuEMpump,6
FRIDGE,EswvJvhPy8A8rWPdLJ5ATYW6cY5x483oS4QWWroZpump,6
FINE,BgpZ9cXE2dRMTUPhroffbMQm3q8QTLpRorpHYeJspump,6
DOWNALD,nF5nn9yDF9m7Ms1XWM2fhTuWdkdiZznL4VctLdGpump,6
GROKCOIN,3MadWqcN9cSrULn8ikDnan9mF3znoQmBPXtVy6BfSTDB,6
DWIFC,EDfRGjmU3dRxcSFR1kUtNe47Q2PLdkEnX5HgQ2PvHANJ,9
DUCKE,GCUqVdTH9QjPPCyjHQe33FuuaEV5dVfcpYhK1wFTpump,6
HODLSOL,58UC31xFjDJhv1NnBF73mtxcsxN92SWjhYRzbfmvDREJ,6
ROSS,2q8Y8rubbsaaA3faq8Ytsk382JXgtKdn23qjNXhSpump,6
TESTSOL,4Hcm1TfA1MvVhCQHvJCcKL7ymUhJZAV7P439H5ZHnKRh,6
WSB,AkVt31h8vgji5wF4nVbq1QmBV5wBoe8JdSoDTkDhQwEw,6
ZION,8JAoMxhNwJbMPMHTtdUnHafUhr43rbF6odddfFFfzb3N,6
WIFMAGA,JDJd5bjQWRzNWhDQC2Umefa12hdgc34JXPzxN2zL55Zk,9
LOCK,arW7KshpAc4vUmpfWrYZF691qqp7pLDuBvD58E5D8g9,9
PEBO,4Yei9KWfxL6WM3gyxUpb1xNdswniPCHcMMv42S2ZLNWX,9
GENESIS,GVKLBFBPE7UxcRWMNJm7bhptRNq9RqG2jXsJVdg5cPED,6
GTOP,GahB1yHTvLjsvEapbiqrMPQPyKNodx9GNBJt53GYet7v,9
HUGH,8rXmnm1K8eHjZ3ESCVouhGXCFuEhRstir8VN1cwuTbBJ,6
IBOSS,CnKqniq2e9xxE5v2k293YvBYv1v6DHAnJTpUSj9AXAUU,6
INTRO,inTCqHJaLAETUxvRZ2kC45G2sThq9BFWVimfaQw7t6w,9
FREESOL,3aostq4ed8pXnAbz6V4qgtSBtDY1qnajXm6z1AmPpump,6
LOLSOL,LoL1RDQiUfifC2BX28xaef6r2G8ES8SEzgrzThJemMv,6
VISION,HVkFqcMHevVPb4XKrf4XowjEaVVsBoqJ2U1EG59Dfk5j,9
VI,7zBWymxbZt7PVHQzfi3i85frc1YRiQc23K7bh3gos8ZC,9
IP3,3uejHm24sWmniGA5m4j4S1DVuGqzYBR5DJpevND4mivq,9
